id,名称,カテゴリ,都道府県コード,都道府県名,市区町村コード,市区町村名,緯度,経度,情報,情報の出典,データソース
NEW00001,旧函館博物館1号,建造物,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00002,旧函館博物館2号,建造物,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00003,旧金森洋物店,建造物,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00004,旧北海道庁函館支庁庁舎,建造物,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00005,旧開拓使函館支庁書籍庫,建造物,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00006,松前城本丸表御殿玄関,建造物,01,北海道,01331,松前町,41.47750114705883,140.05596097058825,北海道松前町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00007,徳山大神宮,建造物,01,北海道,01331,松前町,41.47750114705883,140.05596097058825,北海道松前町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00008,旧檜山爾志郡役所庁舎,建造物,01,北海道,01361,江差町,41.881946756756754,140.14856870270273,北海道江差町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00009,砂館神社本殿,建造物,01,北海道,01362,上ノ国町,41.75908161538462,140.10716484615386,北海道上ノ国町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00010,上ノ國八幡宮本殿,建造物,01,北海道,01362,上ノ国町,41.75908161538462,140.10716484615386,北海道上ノ国町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00011,にしん漁場建築（旧田中家住宅）,建造物,01,北海道,01203,小樽市,43.18659339583334,141.00518140277785,北海道小樽市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00012,漁場建築佐藤家,建造物,01,北海道,01392,寿都町,42.791931000000005,140.24478454545454,北海道寿都町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00013,琴似屯田兵屋,建造物,01,北海道,01101,札幌市,43.05310114646463,141.3371456656567,北海道札幌市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00014,旧永山武四郎邸,建造物,01,北海道,01101,札幌市,43.05310114646463,141.3371456656567,北海道札幌市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00015,野幌屯田兵第二中隊本部,建造物,01,北海道,01217,江別市,43.10395266666665,141.53962618253965,北海道江別市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00016,美唄屯田兵屋,建造物,01,北海道,01215,美唄市,43.33148124107139,141.86832055654767,北海道美唄市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00017,本願寺駅逓,建造物,01,北海道,01438,沼田町,43.82583477142856,141.9414648,北海道沼田町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00018,厳島神社本殿,建造物,01,北海道,01481,増毛町,43.844102584615406,141.5214449692308,北海道増毛町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00019,旧小納家住宅,建造物,01,北海道,01484,羽幌町,44.36628817924529,141.70952433018869,北海道羽幌町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00020,北海道家庭学校礼拝堂,建造物,01,北海道,01555,遠軽町,44.02579475396826,143.4645637857143,北海道遠軽町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00021,太田屯田兵屋,建造物,01,北海道,01662,厚岸町,43.061397978494625,144.82587391397854,北海道厚岸町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00022,和田屯田兵村の被服庫,建造物,01,北海道,01223,根室市,43.32556598876405,145.58858382584268,北海道根室市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00023,奥行臼駅逓,建造物,01,北海道,01691,別海町,43.41924078846153,145.0031350576923,北海道別海町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00024,樽岸出土の石器,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00025,椴法華出土の尖底土器,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00026,日ノ浜遺跡出土の動物土偶,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00027,住吉町遺跡出土の遺物,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00028,サイベ沢遺跡出土の遺物,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00029,矢不来館跡出土品,史跡,01,北海道,01236,北斗市,41.82957390350876,140.63656641228076,北海道北斗市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00030,古武井熔鉱炉跡,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00031,女那川煉瓦製造所跡,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00032,恵山貝塚,史跡,01,北海道,01202,函館市,41.79926985024154,140.83035502898554,北海道函館市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00033,開拓使三角測量一本木基点,史跡,01,北海道,01236,北斗市,41.82957390350876,140.63656641228076,北海道北斗市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00034,青苗砂丘遺跡,史跡,01,北海道,01367,奥尻町,42.147175,139.48427640000003,北海道奥尻町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00035,地鎮山巨石記念物,史跡,01,北海道,01203,小樽市,43.18659339583334,141.00518140277785,北海道小樽市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00036,西崎山環状列石,史跡,01,北海道,01408,余市町,43.19432468000001,140.7868304933334,北海道余市町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00037,岩内東山円筒文化遺跡,史跡,01,北海道,01402,岩内町,42.973604,140.5089064166667,北海道岩内町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00038,野花南周堤墓群,史跡,01,北海道,01216,芦別市,43.5178032173913,142.1864638405797,北海道芦別市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00039,開拓使三角測量勇払基点,史跡,01,北海道,01213,苫小牧市,42.643428461783444,141.59599546178347,北海道苫小牧市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00040,鵡川盛土墳墓群,史跡,01,北海道,01586,むかわ町,42.62462648076925,141.99072017307694,北海道むかわ町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00041,静内御殿山墳墓群,史跡,01,北海道,01610,新ひだか町,42.335764968421046,142.43582148421055,北海道新ひだか町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00042,門別富仁家墳墓群,史跡,01,北海道,01601,日高町,42.64409942105265,142.20893509210526,北海道日高町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00043,神居古潭竪穴住居遺跡,史跡,01,北海道,01204,旭川市,43.77319863713809,142.37845770868813,北海道旭川市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00044,宗谷の護国寺跡,史跡,01,北海道,01214,稚内市,45.40124466355142,141.69483771962612,北海道稚内市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00045,浜頓別クッチャロ湖畔竪穴群,史跡,01,北海道,01512,浜頓別町,45.118978427083334,142.35592065625,北海道浜頓別町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00046,興部豊野竪穴住居跡,史跡,01,北海道,01561,興部町,44.442812363636364,143.12157168181818,北海道興部町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00047,斜里朱円周堤墓及び出土遺物,史跡,01,北海道,01545,斜里町,43.92565317647059,144.76482129411767,北海道斜里町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00048,朱円竪穴住居跡群,史跡,01,北海道,01545,斜里町,43.92565317647059,144.76482129411767,北海道斜里町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00049,オムサロ台地竪穴群,史跡,01,北海道,01219,紋別市,44.30991982352941,143.33292407352943,北海道紋別市にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00050,シブノツナイ竪穴住居跡,史跡,01,北海道,01559,湧別町,44.16173948484848,143.5940958787879,北海道湧別町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00051,浦幌新吉野台細石器遺跡,史跡,01,北海道,01649,浦幌町,42.82697865048544,143.7028289320388,北海道浦幌町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00052,十勝オコッペ遺跡,史跡,01,北海道,01649,浦幌町,42.82697865048544,143.7028289320388,北海道浦幌町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00053,十勝太遺跡群,史跡,01,北海道,01649,浦幌町,42.82697865048544,143.7028289320388,北海道浦幌町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00054,十勝ホロカヤントー竪穴群,史跡,01,北海道,01641,大樹町,42.49572879166667,143.270226,北海道大樹町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00055,厚岸神岩砦跡及び竪穴群,史跡,01,北海道,01662,厚岸町,43.061397978494625,144.82587391397854,北海道厚岸町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00056,茅部の栗林,史跡,01,北海道,01345,森町,42.106826375,140.61657195833337,北海道森町にある都道府県指定史跡。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00057,二股温泉の石灰華,名勝,01,北海道,01347,長万部町,42.51751515,140.34034624999998,北海道長万部町にある都道府県指定名勝。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00058,乙部鮪ノ岬の安山岩柱状節理,天然記念物,01,北海道,01364,乙部町,42.012368266666655,140.14775586666667,北海道乙部町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00059,樽前山熔岩円頂丘,天然記念物,01,北海道,01213,苫小牧市,42.643428461783444,141.59599546178347,北海道苫小牧市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00060,ホベツアラキリュウ化石,天然記念物,01,北海道,01586,むかわ町,42.62462648076925,141.99072017307694,北海道むかわ町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00061,新冠泥火山,天然記念物,01,北海道,01604,新冠町,42.4434782,142.37909956,北海道新冠町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00062,黄金水松,天然記念物,01,北海道,01216,芦別市,43.5178032173913,142.1864638405797,北海道芦別市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00063,空知大滝甌穴群,天然記念物,01,北海道,01216,芦別市,43.5178032173913,142.1864638405797,北海道芦別市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00064,雨竜沼高層湿原帯,天然記念物,01,北海道,01436,雨竜町,43.67426853846154,141.85449026923075,北海道雨竜町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00065,ヌマタネズミイルカ化石,天然記念物,01,北海道,01438,沼田町,43.82583477142856,141.9414648,北海道沼田町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00066,タキカワカイギュウ化石標本,天然記念物,01,北海道,01225,滝川市,43.56990268831168,141.91713673376614,北海道滝川市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00067,夕張の石炭大露頭,天然記念物,01,北海道,01209,夕張市,43.03371250704226,142.03054364788733,北海道夕張市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00068,当麻鍾乳洞,天然記念物,01,北海道,01454,当麻町,43.83366848000001,142.52987505999997,北海道当麻町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00069,ナカガワニシン化石,天然記念物,01,北海道,01471,中川町,44.75109485714285,142.06742592857142,北海道中川町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00070,中頓別鍾乳洞,天然記念物,01,北海道,01513,中頓別町,44.911075470588244,142.28172105882356,北海道中頓別町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00071,稚咲内海岸砂丘林,天然記念物,01,北海道,01516,豊富町,45.11714883478261,141.76758198260868,北海道豊富町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00072,利尻島のチシマザクラ自生地,天然記念物,01,北海道,01518,利尻町,45.156133,141.18134450000002,北海道利尻町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00073,レブンアツモリソウ群生地,天然記念物,01,北海道,01517,礼文町,45.3628315,141.01663100000002,北海道礼文町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00074,白滝の流紋岩球顆,天然記念物,01,北海道,01555,遠軽町,44.02579475396826,143.4645637857143,北海道遠軽町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00075,斜里海岸の草原群落,天然記念物,01,北海道,01545,斜里町,43.92565317647059,144.76482129411767,北海道斜里町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00076,オシュンコシュン粗粒玄武岩柱状節理,天然記念物,01,北海道,01545,斜里町,43.92565317647059,144.76482129411767,北海道斜里町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00077,佐呂間湖畔鶴沼のアッケシソウ群落,天然記念物,01,北海道,01559,湧別町,44.16173948484848,143.5940958787879,北海道湧別町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00078,温根湯エゾムラサキツツジ群落,天然記念物,01,北海道,01208,北見市,43.814435267139466,143.8558025839243,北海道北見市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00079,更別湿原のヤチカンバ,天然記念物,01,北海道,01639,更別村,42.6311948,143.22734640000002,北海道更別村にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00080,然別湖のオショロコマ生息地,天然記念物,01,北海道,01634,鹿追町・上士幌町,43.125442535714285,143.01047647142852,北海道鹿追町・上士幌町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00081,札内川流域化粧柳自生地,天然記念物,01,北海道,01207,帯広市,42.89271067911389,143.18183600506305,北海道帯広市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00082,大正のカシワ林,天然記念物,01,北海道,01207,帯広市,42.89271067911389,143.18183600506305,北海道帯広市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00083,帯広畜産大学農場の構造土十勝坊主,天然記念物,01,北海道,01207,帯広市,42.89271067911389,143.18183600506305,北海道帯広市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00084,大津海岸トイトツキ浜野生植物群落,天然記念物,01,北海道,01645,豊頃町,42.77248958823529,143.53066038235292,北海道豊頃町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00085,大津海岸長節湖畔野生植物群落,天然記念物,01,北海道,01645,豊頃町,42.77248958823529,143.53066038235292,北海道豊頃町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00086,厚岸床潭沼の緋鮒生息地,天然記念物,01,北海道,01662,厚岸町,43.061397978494625,144.82587391397854,北海道厚岸町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00087,ユルリ・モユルリ島海鳥繁殖地,天然記念物,01,北海道,01223,根室市,43.32556598876405,145.58858382584268,北海道根室市にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00088,羅臼のひかりごけ,天然記念物,01,北海道,01694,羅臼町,44.07662223076922,145.22182834615384,北海道羅臼町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00089,羅臼の間歇泉,天然記念物,01,北海道,01694,羅臼町,44.07662223076922,145.22182834615384,北海道羅臼町にある都道府県指定天然記念物。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00090,久祥院殿位牌堂,建造物,02,青森県,02202,弘前市西茂森,40.598556528491635,140.4661996715085,青森県弘前市西茂森にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00091,三尊仏及びその厨子堂,建造物,02,青森県,02202,弘前市西茂森,40.598556528491635,140.4661996715085,青森県弘前市西茂森にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00092,檜山御前五輪塔,建造物,02,青森県,02441,三戸郡三戸町同心町字古間木平,40.37757821978022,141.2525665604396,青森県三戸郡三戸町同心町字古間木平にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00093,青銅塔婆,建造物,02,青森県,02303,東津軽郡今別町今別字今別,41.1917959,140.5178041,青森県東津軽郡今別町今別字今別にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00094,南部利直霊屋,建造物,02,青森県,02445,三戸郡南部町小向字正寿寺,40.41852016666667,141.3154145625,青森県三戸郡南部町小向字正寿寺にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00095,法眼寺鐘楼堂,建造物,02,青森県,02204,黒石市山形町,40.646686714714704,140.61659422522516,青森県黒石市山形町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00096,八戸城角御殿表門,建造物,02,青森県,02203,八戸市内丸,40.504803705319134,141.49486759361696,青森県八戸市内丸にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00097,見町観音堂,建造物,02,青森県,02402,上北郡七戸町見町,40.72580598275863,141.1555392974139,青森県上北郡七戸町見町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00098,旧岩田家住宅,建造物,02,青森県,02202,弘前市若党町,40.598556528491635,140.4661996715085,青森県弘前市若党町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00099,稲荷神社本殿,建造物,02,青森県,02441,三戸郡三戸町斗内字田屋ノ下,40.37757821978022,141.2525665604396,青森県三戸郡三戸町斗内字田屋ノ下にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00100,南宗寺山門,建造物,02,青森県,02203,八戸市長者,40.504803705319134,141.49486759361696,青森県八戸市長者にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00101,新羅神社本殿・拝殿,建造物,02,青森県,02203,八戸市長者,40.504803705319134,141.49486759361696,青森県八戸市長者にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00102,旧八戸小学講堂,建造物,02,青森県,02203,八戸市大字八幡町八幡丁,40.504803705319134,141.49486759361696,青森県八戸市大字八幡町八幡丁にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00103,旧東奥義塾外人教師館,建造物,02,青森県,02202,弘前市下白銀町,40.598556528491635,140.4661996715085,青森県弘前市下白銀町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00104,熊野宮本殿,建造物,02,青森県,02202,弘前市茜町,40.598556528491635,140.4661996715085,青森県弘前市茜町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00105,日本聖公会弘前昇天教会教会堂,建造物,02,青森県,02202,弘前市山道町,40.598556528491635,140.4661996715085,青森県弘前市山道町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00106,巌鬼山神社本殿,建造物,02,青森県,02202,弘前市十腰内字猿沢,40.598556528491635,140.4661996715085,青森県弘前市十腰内字猿沢にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00107,法眼寺本堂,建造物,02,青森県,02204,黒石市山形町,40.646686714714704,140.61659422522516,青森県黒石市山形町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00108,旧青森県尋常中学校本館,建造物,02,青森県,02202,弘前市新寺町,40.598556528491635,140.4661996715085,青森県弘前市新寺町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00109,日本基督教団弘前教会教会堂,建造物,02,青森県,02202,弘前市元寺町,40.598556528491635,140.4661996715085,青森県弘前市元寺町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00110,飯詰八幡宮本殿,建造物,02,青森県,02205,五所川原市飯詰字福泉,40.81392560000001,140.4681668214286,青森県五所川原市飯詰字福泉にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00111,袋宮寺本堂,建造物,02,青森県,02202,弘前市新寺町,40.598556528491635,140.4661996715085,青森県弘前市新寺町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00112,円明寺本堂,建造物,02,青森県,02202,弘前市新寺町,40.598556528491635,140.4661996715085,青森県弘前市新寺町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00113,報恩寺本堂,建造物,02,青森県,02202,弘前市新寺町,40.598556528491635,140.4661996715085,青森県弘前市新寺町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00114,猿賀神社本殿,建造物,02,青森県,02210,平川市猿賀石林,40.59437687108016,140.56506181184668,青森県平川市猿賀石林にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00115,本行寺護国堂,建造物,02,青森県,02202,弘前市新寺町,40.598556528491635,140.4661996715085,青森県弘前市新寺町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00116,寶福寺本堂,建造物,02,青森県,02442,三戸郡五戸町浅水字浅水,40.5310561750842,141.33764506060595,青森県三戸郡五戸町浅水字浅水にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00117,野辺地八幡宮本殿・末社金刀比羅宮本殿,建造物,02,青森県,02401,上北郡野辺地町字笹館,40.86642297000001,141.12687664999996,青森県上北郡野辺地町字笹館にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00118,青岩寺本堂,建造物,02,青森県,02402,上北郡七戸町字町,40.72580598275863,141.1555392974139,青森県上北郡七戸町字町にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
NEW00119,旧圓子家住宅,建造物,02,青森県,02442,三戸郡五戸町倉石中市字中市,40.5310561750842,141.33764506060595,青森県三戸郡五戸町倉石中市字中市にある登録・指定文化財（建造物）。,カテゴリ由来の自動生成,文化財(Wikipedia都道府県指定文化財一覧)
